Time,price,volume
2012-09-08 00:00:00 UTC,10.8492841172,14698.6051136437
2012-09-09 00:00:00 UTC,10.927269057,13262.2219648877
2012-09-10 00:00:00 UTC,10.9162570377,27199.0396181624
2012-09-11 00:00:00 UTC,10.8821248414,51822.6147832977
2012-09-12 00:00:00 UTC,11.0105429056,26565.1143725064
2012-09-13 00:00:00 UTC,11.2383597065,24103.8157412269
2012-09-14 00:00:00 UTC,11.3855243589,24112.2376911857
2012-09-15 00:00:00 UTC,11.5541267354,6867.500137571
2012-09-16 00:00:00 UTC,11.6524541493,15019.5300234256
2012-09-17 00:00:00 UTC,11.7393872644,8104.4185157331
2012-09-18 00:00:00 UTC,11.8509606893,44348.4898669123
2012-09-19 00:00:00 UTC,12.2767661244,15412.6545368151
2012-09-20 00:00:00 UTC,12.4175463235,9546.8101974604
2012-09-21 00:00:00 UTC,12.1885829128,24210.8083911738
2012-09-22 00:00:00 UTC,12.0901384934,9870.2400425794
2012-09-23 00:00:00 UTC,11.9285583648,12912.8734903531
2012-09-24 00:00:00 UTC,11.9019839942,18077.9786145497
2012-09-25 00:00:00 UTC,11.8864847242,36333.8992959624
2012-09-26 00:00:00 UTC,11.9756576872,36535.7077494588
2012-09-27 00:00:00 UTC,12.1434103383,40096.8625742634
2012-09-28 00:00:00 UTC,12.1699836898,34231.8397914094
2012-09-29 00:00:00 UTC,12.2099876882,7133.6289108951
2012-09-30 00:00:00 UTC,12.1946515152,2111.4837663067
2012-10-01 00:00:00 UTC,12.1334416461,38008.6745740547
2012-10-02 00:00:00 UTC,12.3865292914,57591.4162097231
2012-10-03 00:00:00 UTC,12.7553895807,63305.4037422074
2012-10-04 00:00:00 UTC,12.7581272302,40861.141096675
2012-10-05 00:00:00 UTC,12.510736859,67706.2068295682
2012-10-06 00:00:00 UTC,12.4318568727,20366.7920310779
2012-10-07 00:00:00 UTC,11.999221003,39208.2031393217
2012-10-08 00:00:00 UTC,11.2685285149,31939.8541699413
2012-10-09 00:00:00 UTC,11.8608782932,23138.6216948939
2012-10-10 00:00:00 UTC,11.9846247989,28385.0592658747
2012-10-11 00:00:00 UTC,11.9172747328,27843.6427810546
2012-10-12 00:00:00 UTC,11.9879759199,8821.6488192883
2012-10-13 00:00:00 UTC,11.903702381,5791.6731380679
2012-10-14 00:00:00 UTC,11.8468241567,3982.686576323
2012-10-15 00:00:00 UTC,11.5375858085,39392.9957580028
2012-10-16 00:00:00 UTC,11.7142055633,11736.5398307154
2012-10-17 00:00:00 UTC,11.7827990039,35400.5773341471
2012-10-18 00:00:00 UTC,11.7899293796,15062.5980748648
2012-10-19 00:00:00 UTC,11.7149687477,118959.899421562
2012-10-20 00:00:00 UTC,11.6037121323,8190.397611507
2012-10-21 00:00:00 UTC,11.504401645,23457.2615981504
2012-10-22 00:00:00 UTC,11.4644141486,21958.2948850079
2012-10-23 00:00:00 UTC,11.5399660363,31237.4642248519
2012-10-24 00:00:00 UTC,11.4430972596,36216.9076198255
2012-10-25 00:00:00 UTC,11.0216410707,33936.1437611692
2012-10-26 00:00:00 UTC,10.3254237335,24697.4239913603
2012-10-27 00:00:00 UTC,10.1591872619,19886.9446147133
2012-10-28 00:00:00 UTC,10.4956948128,10228.0186502618
2012-10-29 00:00:00 UTC,10.6171258929,28186.570787531
2012-10-30 00:00:00 UTC,10.7220960808,29658.062359152
2012-10-31 00:00:00 UTC,10.8249291265,33146.4820073811
2012-11-01 00:00:00 UTC,10.9363524664,18870.7658039238
